Order ID,Order Date,Ship Date,Region,State,Segment,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount %,Sales,Profit,Customer Name
ORD-100921,2023-04-07,2023-04-14,East,Pennsylvania,Home Office,Technology,Machines,Binders Model 2 (Office Supplies),1,84.6,0.0,84.6,16.72,Alpha Enterprises
ORD-100922,2022-03-07,2022-03-10,West,Washington,Consumer,Technology,Storage,Binders Model 9 (Office Supplies),4,232.57,0.0,930.28,86.29,Kappa Corp
ORD-100923,2024-12-30,2025-01-06,West,California,Corporate,Office Supplies,Art,Phones Model 2 (Technology),5,17.88,5.0,84.93,14.06,Beta LLC
ORD-100924,2022-08-02,2022-08-11,West,Arizona,Consumer,Office Supplies,Binders,Tables Model 4 (Furniture),1,30.34,5.01,28.82,5.29,Beta Solutions
ORD-100925,2023-08-05,2023-08-09,West,Arizona,Corporate,Furniture,Furnishings,Bookcases Model 8 (Furniture),2,75.64,15.0,128.59,21.58,Alpha LLC
ORD-100926,2023-11-01,2023-11-08,East,New York,Home Office,Furniture,Furnishings,Labels Model 2 (Office Supplies),4,235.22,5.0,893.84,174.27,Beta Solutions
ORD-100927,2023-02-27,2023-03-02,South,Louisiana,Home Office,Office Supplies,Art,Tables Model 1 (Furniture),1,28.64,0.0,28.64,7.82,Epsilon Enterprises
ORD-100928,2023-02-20,2023-03-01,Central,Texas,Consumer,Office Supplies,Paper,Bookcases Model 1 (Furniture),2,13.47,0.0,26.94,9.38,Lambda Corp
ORD-100929,2024-03-28,2024-04-07,South,North Carolina,Corporate,Office Supplies,Art,Paper Model 9 (Office Supplies),1,10.66,0.0,10.66,3.37,Alpha Corp
ORD-100930,2023-08-13,2023-08-21,East,Massachusetts,Consumer,Office Supplies,Paper,Paper Model 4 (Office Supplies),7,27.67,0.0,193.69,34.38,Gamma Enterprises
ORD-100931,2024-06-03,2024-06-11,East,New Jersey,Home Office,Technology,Phones,Paper Model 1 (Office Supplies),2,689.92,0.0,1379.84,21.06,Alpha LLC
ORD-100932,2022-11-20,2022-11-25,South,North Carolina,Home Office,Office Supplies,Binders,Phones Model 10 (Technology),3,16.49,15.0,42.05,7.03,Delta Solutions
ORD-100933,2024-04-22,2024-05-01,West,Washington,Corporate,Furniture,Bookcases,Labels Model 5 (Office Supplies),4,172.75,15.0,587.35,100.73,Kappa Solutions
ORD-100934,2022-12-04,2022-12-09,West,California,Home Office,Office Supplies,Binders,Bookcases Model 10 (Furniture),5,18.97,10.01,85.36,19.2,Lambda Solutions
ORD-100935,2023-12-05,2023-12-12,South,Tennessee,Consumer,Furniture,Bookcases,Furnishings Model 3 (Furniture),3,110.49,-0.0,331.47,46.51,Gamma Inc
ORD-100936,2024-08-08,2024-08-16,East,New York,Corporate,Technology,Accessories,Accessories Model 2 (Technology),2,668.47,0.0,1336.94,201.59,Gamma Solutions
ORD-100937,2023-07-26,2023-07-29,West,California,Corporate,Technology,Phones,Tables Model 3 (Furniture),1,479.49,10.0,431.54,106.63,Beta Enterprises
ORD-100938,2024-03-11,2024-03-14,West,California,Corporate,Technology,Machines,Chairs Model 10 (Furniture),4,393.15,0.0,1572.6,247.09,Zeta LLC
ORD-100939,2023-03-20,2023-03-21,South,North Carolina,Consumer,Furniture,Furnishings,Phones Model 10 (Technology),4,138.79,0.0,555.16,124.23,Beta Solutions
ORD-100940,2023-09-24,2023-10-02,West,California,Consumer,Furniture,Furnishings,Accessories Model 9 (Technology),5,179.28,5.0,851.58,185.92,Delta Inc
ORD-100941,2023-05-04,2023-05-08,West,Nevada,Consumer,Furniture,Bookcases,Binders Model 4 (Office Supplies),1,192.37,10.0,173.13,16.09,Beta LLC
ORD-100942,2022-07-17,2022-07-20,Central,Illinois,Corporate,Office Supplies,Binders,Machines Model 5 (Technology),4,9.38,9.99,33.77,9.96,Zeta Enterprises
ORD-100943,2023-01-24,2023-02-03,West,Arizona,Consumer,Office Supplies,Art,Chairs Model 6 (Furniture),5,11.14,0.0,55.7,14.24,Delta Corp
ORD-100944,2024-01-01,2024-01-07,West,Nevada,Corporate,Technology,Machines,Bookcases Model 2 (Furniture),1,164.82,5.0,156.58,5.1,Delta Solutions
ORD-100945,2023-03-27,2023-03-29,Central,Michigan,Consumer,Technology,Machines,Bookcases Model 6 (Furniture),1,471.29,5.0,447.73,32.92,Delta Solutions
ORD-100946,2023-09-10,2023-09-20,East,New York,Consumer,Technology,Accessories,Furnishings Model 3 (Furniture),4,925.24,0.0,3700.96,503.25,Zeta Solutions
ORD-100947,2022-09-30,2022-10-06,West,Washington,Corporate,Technology,Storage,Bookcases Model 9 (Furniture),3,219.07,0.0,657.21,113.67,Alpha Enterprises
ORD-100948,2024-07-08,2024-07-15,East,New Jersey,Consumer,Technology,Phones,Tables Model 10 (Furniture),2,498.27,0.0,996.54,132.94,Beta Inc
ORD-100949,2023-04-30,2023-05-07,Central,Missouri,Corporate,Furniture,Bookcases,Chairs Model 8 (Furniture),3,258.34,0.0,775.02,124.38,Lambda Inc
ORD-100950,2023-02-18,2023-02-21,East,New York,Corporate,Furniture,Furnishings,Accessories Model 5 (Technology),4,222.06,0.0,888.24,137.8,Gamma Inc
ORD-100951,2023-10-13,2023-10-14,East,Pennsylvania,Consumer,Technology,Machines,Accessories Model 7 (Technology),4,213.63,0.0,854.52,126.51,Delta Inc
ORD-100952,2023-12-03,2023-12-07,West,California,Home Office,Technology,Accessories,Machines Model 3 (Technology),3,174.41,0.0,523.23,93.45,Delta Enterprises
ORD-100953,2024-02-21,2024-03-01,East,Pennsylvania,Corporate,Technology,Phones,Bookcases Model 9 (Furniture),4,222.28,15.0,755.75,152.58,Beta LLC
ORD-100954,2022-04-17,2022-04-20,South,Alabama,Home Office,Furniture,Chairs,Art Model 6 (Office Supplies),4,159.23,15.0,541.38,104.97,Delta LLC
ORD-100955,2024-11-05,2024-11-07,East,Pennsylvania,Consumer,Office Supplies,Paper,Accessories Model 3 (Technology),4,21.84,5.0,82.99,12.07,Delta Solutions
ORD-100956,2022-12-28,2023-01-07,West,Washington,Consumer,Technology,Storage,Phones Model 2 (Technology),4,368.58,0.0,1474.32,320.95,Epsilon Solutions
ORD-100957,2022-06-13,2022-06-19,East,New Jersey,Home Office,Office Supplies,Art,Paper Model 5 (Office Supplies),3,11.48,0.0,34.44,9.11,Kappa LLC
ORD-100958,2024-09-14,2024-09-15,Central,Texas,Home Office,Furniture,Tables,Art Model 7 (Office Supplies),4,366.26,10.0,1318.54,201.94,Gamma Enterprises
ORD-100959,2022-12-26,2022-12-31,East,Massachusetts,Home Office,Office Supplies,Labels,Binders Model 9 (Office Supplies),3,37.48,0.0,112.44,28.42,Lambda Corp
ORD-100960,2023-11-14,2023-11-17,Central,Ohio,Consumer,Furniture,Chairs,Bookcases Model 1 (Furniture),2,221.55,0.0,443.1,115.52,Zeta Solutions
ORD-100961,2024-04-08,2024-04-15,South,Louisiana,Home Office,Office Supplies,Art,Furnishings Model 10 (Furniture),4,5.94,14.98,20.2,5.11,Beta Solutions
ORD-100962,2022-03-21,2022-03-23,East,Florida,Corporate,Furniture,Chairs,Accessories Model 8 (Technology),1,5.98,10.03,5.38,0.53,Epsilon Inc
ORD-100963,2024-11-09,2024-11-17,Central,Michigan,Corporate,Technology,Phones,Phones Model 4 (Technology),2,116.49,5.0,221.33,33.61,Kappa LLC
ORD-100964,2023-05-12,2023-05-20,West,Washington,Home Office,Technology,Phones,Phones Model 10 (Technology),6,551.0,20.0,2644.8,346.75,Gamma Inc
ORD-100965,2024-07-21,2024-07-24,West,Arizona,Consumer,Technology,Accessories,Bookcases Model 2 (Furniture),3,393.88,-0.0,1181.64,161.85,Beta Solutions
ORD-100966,2024-03-25,2024-04-04,South,Georgia,Corporate,Technology,Accessories,Storage Model 3 (Technology),4,214.37,10.0,771.73,203.68,Gamma Solutions
ORD-100967,2023-06-02,2023-06-07,East,Florida,Corporate,Technology,Storage,Art Model 6 (Office Supplies),3,430.87,10.0,1163.35,150.37,Kappa Corp
ORD-100968,2022-08-12,2022-08-22,Central,Michigan,Consumer,Furniture,Tables,Accessories Model 6 (Technology),4,165.8,0.0,663.2,144.92,Kappa Inc
ORD-100969,2022-01-14,2022-01-17,South,Georgia,Home Office,Furniture,Bookcases,Accessories Model 10 (Technology),1,147.94,0.0,147.94,41.92,Kappa Enterprises
ORD-100970,2024-05-03,2024-05-08,Central,Ohio,Home Office,Furniture,Tables,Tables Model 4 (Furniture),2,146.24,0.0,292.48,31.33,Gamma LLC
ORD-100971,2024-09-23,2024-09-26,East,New York,Consumer,Office Supplies,Paper,Tables Model 4 (Furniture),4,24.21,0.0,96.84,23.1,Alpha LLC
ORD-100972,2023-01-28,2023-02-02,South,Tennessee,Home Office,Office Supplies,Binders,Storage Model 2 (Technology),2,9.35,0.0,18.7,4.79,Gamma Corp
ORD-100973,2023-08-24,2023-08-26,East,Massachusetts,Home Office,Furniture,Tables,Bookcases Model 4 (Furniture),3,213.85,10.0,577.4,102.0,Delta Solutions
ORD-100974,2024-09-20,2024-09-22,West,Washington,Consumer,Furniture,Bookcases,Chairs Model 3 (Furniture),2,50.63,20.0,81.01,14.45,Alpha Solutions
ORD-100975,2024-12-01,2024-12-06,South,Tennessee,Corporate,Office Supplies,Art,Binders Model 4 (Office Supplies),2,6.88,0.0,13.76,3.72,Zeta Inc
ORD-100976,2023-05-06,2023-05-12,Central,Texas,Corporate,Technology,Phones,Binders Model 6 (Office Supplies),2,631.97,0.0,1263.94,138.3,Beta Corp
ORD-100977,2024-07-24,2024-07-31,Central,Ohio,Home Office,Furniture,Bookcases,Storage Model 2 (Technology),4,112.42,15.0,382.23,114.08,Epsilon LLC
ORD-100978,2024-01-25,2024-02-02,Central,Texas,Consumer,Technology,Storage,Phones Model 5 (Technology),3,567.42,-0.0,1702.26,169.94,Alpha Inc
ORD-100979,2022-02-04,2022-02-10,South,Louisiana,Home Office,Technology,Storage,Tables Model 10 (Furniture),5,603.79,0.0,3018.95,221.98,Lambda Solutions
ORD-100980,2022-06-16,2022-06-22,East,Pennsylvania,Corporate,Technology,Phones,Accessories Model 4 (Technology),5,9.87,5.01,46.88,-0.02,Epsilon Enterprises
ORD-100981,2023-02-04,2023-02-07,South,North Carolina,Corporate,Technology,Phones,Chairs Model 7 (Furniture),2,1143.59,0.0,2287.18,307.65,Beta Inc
ORD-100982,2024-08-14,2024-08-17,South,Georgia,Consumer,Office Supplies,Paper,Furnishings Model 2 (Furniture),6,25.59,0.0,153.54,39.64,Gamma Corp
ORD-100983,2022-08-05,2022-08-12,South,Georgia,Corporate,Furniture,Tables,Storage Model 6 (Technology),3,235.06,5.0,669.92,147.62,Epsilon LLC
ORD-100984,2023-06-12,2023-06-20,South,Georgia,Home Office,Technology,Accessories,Storage Model 9 (Technology),2,412.77,0.0,825.54,83.17,Lambda Corp
ORD-100985,2023-11-13,2023-11-17,South,North Carolina,Home Office,Furniture,Tables,Binders Model 9 (Office Supplies),2,420.1,0.0,840.2,181.4,Kappa Enterprises
ORD-100986,2024-06-13,2024-06-17,West,California,Consumer,Office Supplies,Binders,Chairs Model 5 (Furniture),2,31.75,0.0,63.5,12.27,Zeta Enterprises
ORD-100987,2023-01-21,2023-01-23,Central,Ohio,Home Office,Office Supplies,Art,Art Model 4 (Office Supplies),3,5.07,0.0,15.21,4.55,Alpha Inc
ORD-100988,2022-05-07,2022-05-17,East,Pennsylvania,Corporate,Office Supplies,Labels,Accessories Model 9 (Technology),4,18.23,0.0,72.92,12.99,Gamma Enterprises
ORD-100989,2023-03-31,2023-04-02,East,Florida,Corporate,Office Supplies,Labels,Chairs Model 9 (Furniture),3,1.82,0.0,5.46,1.5,Delta Solutions
ORD-100990,2024-07-22,2024-07-25,Central,Ohio,Corporate,Technology,Phones,Art Model 7 (Office Supplies),2,182.37,0.0,364.74,89.12,Epsilon Enterprises
ORD-100991,2022-09-10,2022-09-15,South,North Carolina,Corporate,Office Supplies,Paper,Labels Model 4 (Office Supplies),2,24.74,4.99,47.01,8.2,Kappa Corp
ORD-100992,2023-11-14,2023-11-17,South,Alabama,Home Office,Technology,Accessories,Phones Model 10 (Technology),2,361.92,0.0,723.84,118.03,Alpha LLC
ORD-100993,2024-09-25,2024-10-02,West,Oregon,Corporate,Furniture,Furnishings,Binders Model 4 (Office Supplies),1,123.74,0.0,123.74,23.82,Lambda Inc
ORD-100994,2024-03-12,2024-03-19,West,Washington,Home Office,Office Supplies,Paper,Phones Model 10 (Technology),4,7.64,0.0,30.56,8.23,Kappa Corp
ORD-100995,2022-09-26,2022-10-02,Central,Missouri,Home Office,Furniture,Tables,Paper Model 9 (Office Supplies),5,33.09,0.0,165.45,24.99,Gamma Enterprises
ORD-100996,2022-10-09,2022-10-17,Central,Michigan,Home Office,Furniture,Chairs,Tables Model 8 (Furniture),4,332.08,5.0,1261.9,198.31,Delta Corp
ORD-100997,2024-01-12,2024-01-22,West,Oregon,Consumer,Office Supplies,Art,Phones Model 7 (Technology),3,15.34,-0.0,46.02,14.52,Alpha Corp
ORD-100998,2023-12-30,2024-01-07,West,California,Corporate,Furniture,Tables,Art Model 6 (Office Supplies),2,181.76,0.0,363.52,88.56,Gamma Solutions
ORD-100999,2023-05-17,2023-05-18,West,Nevada,Home Office,Office Supplies,Labels,Phones Model 9 (Technology),2,30.04,0.0,60.08,11.77,Gamma Solutions
ORD-101000,2022-07-03,2022-07-11,South,Tennessee,Consumer,Office Supplies,Art,Binders Model 8 (Office Supplies),4,22.18,10.0,79.85,10.99,Beta Corp
ORD-101001,2022-06-19,2022-06-21,East,Florida,Home Office,Furniture,Bookcases,Art Model 6 (Office Supplies),1,152.18,5.0,144.57,30.24,Lambda Inc
ORD-101002,2022-07-13,2022-07-23,West,Nevada,Home Office,Technology,Storage,Furnishings Model 9 (Furniture),3,554.59,0.0,1663.77,257.75,Gamma Corp
ORD-101003,2023-10-29,2023-10-31,Central,Missouri,Home Office,Furniture,Furnishings,Machines Model 5 (Technology),5,230.44,10.0,1036.98,130.83,Alpha Solutions
ORD-101004,2024-12-21,2024-12-29,West,Arizona,Consumer,Technology,Phones,Accessories Model 7 (Technology),3,424.7,0.0,1274.1,14.22,Beta LLC
ORD-101005,2023-01-04,2023-01-05,Central,Michigan,Home Office,Furniture,Bookcases,Chairs Model 7 (Furniture),5,158.02,0.0,790.1,132.61,Delta LLC
ORD-101006,2022-06-29,2022-07-08,West,California,Corporate,Furniture,Bookcases,Labels Model 5 (Office Supplies),5,0.01,0.0,0.05,0.0,Zeta Enterprises
ORD-101007,2022-12-18,2022-12-25,South,Georgia,Home Office,Furniture,Tables,Bookcases Model 6 (Furniture),1,284.37,5.0,270.15,40.07,Epsilon Enterprises
ORD-101008,2024-06-30,2024-07-03,Central,Michigan,Home Office,Technology,Machines,Art Model 8 (Office Supplies),5,408.37,0.0,2041.85,137.76,Delta Corp
ORD-101009,2022-04-02,2022-04-06,West,Oregon,Home Office,Office Supplies,Paper,Chairs Model 8 (Furniture),3,15.02,10.01,40.55,14.54,Delta Enterprises
ORD-101010,2024-01-06,2024-01-11,West,Arizona,Corporate,Office Supplies,Binders,Art Model 1 (Office Supplies),2,14.02,0.0,28.04,6.37,Epsilon Solutions
ORD-101011,2022-12-01,2022-12-08,East,Massachusetts,Consumer,Technology,Storage,Phones Model 9 (Technology),2,470.31,5.0,893.59,69.61,Delta Corp
ORD-101012,2023-07-06,2023-07-10,Central,Missouri,Consumer,Technology,Accessories,Paper Model 4 (Office Supplies),4,422.63,5.0,1605.99,141.04,Zeta Solutions
ORD-101013,2024-02-16,2024-02-17,South,Alabama,Home Office,Furniture,Tables,Chairs Model 6 (Furniture),3,252.19,5.0,718.74,112.38,Beta Enterprises
ORD-101014,2024-04-13,2024-04-15,East,New York,Corporate,Office Supplies,Labels,Accessories Model 10 (Technology),3,23.45,0.0,70.35,12.42,Gamma LLC
ORD-101015,2023-07-15,2023-07-16,West,Oregon,Consumer,Office Supplies,Binders,Machines Model 1 (Technology),4,1.51,0.0,6.04,1.92,Gamma Enterprises
ORD-101016,2023-09-20,2023-09-30,South,Tennessee,Home Office,Furniture,Tables,Phones Model 10 (Technology),3,161.46,0.0,484.38,41.11,Epsilon Enterprises
ORD-101017,2023-07-10,2023-07-20,West,California,Corporate,Furniture,Tables,Accessories Model 7 (Technology),5,216.55,5.0,1028.61,305.91,Gamma Inc
ORD-101018,2024-12-24,2025-01-02,Central,Texas,Consumer,Office Supplies,Paper,Furnishings Model 4 (Furniture),6,14.0,5.0,79.8,18.55,Gamma LLC
ORD-101019,2022-10-20,2022-10-27,Central,Michigan,Consumer,Furniture,Tables,Accessories Model 1 (Technology),1,35.87,0.0,35.87,5.19,Kappa Solutions
ORD-101020,2023-01-10,2023-01-18,South,Tennessee,Corporate,Technology,Machines,Furnishings Model 6 (Furniture),1,436.3,0.0,436.3,116.83,Delta Inc
ORD-101021,2022-06-28,2022-07-03,East,Massachusetts,Home Office,Furniture,Bookcases,Bookcases Model 10 (Furniture),2,270.64,10.0,487.15,108.98,Delta Corp
ORD-101022,2022-12-05,2022-12-15,West,Washington,Consumer,Technology,Storage,Machines Model 4 (Technology),4,711.0,0.0,2844.0,523.25,Kappa Enterprises
ORD-101023,2022-10-07,2022-10-15,East,Florida,Consumer,Technology,Phones,Paper Model 2 (Office Supplies),3,312.85,10.0,844.7,170.01,Delta Corp
ORD-101024,2024-05-20,2024-05-29,Central,Ohio,Corporate,Technology,Phones,Art Model 8 (Office Supplies),7,957.04,0.0,6699.28,1247.46,Gamma Enterprises
ORD-101025,2023-04-06,2023-04-09,West,Oregon,Corporate,Technology,Machines,Bookcases Model 7 (Furniture),3,608.12,0.0,1824.36,219.21,Lambda Solutions
ORD-101026,2022-12-16,2022-12-22,South,Louisiana,Home Office,Technology,Accessories,Machines Model 7 (Technology),5,142.71,0.0,713.55,162.79,Beta Inc
ORD-101027,2023-09-05,2023-09-13,West,Oregon,Corporate,Furniture,Furnishings,Tables Model 8 (Furniture),4,206.61,10.0,743.8,112.62,Alpha Solutions
ORD-101028,2024-09-26,2024-09-27,East,Florida,Corporate,Office Supplies,Labels,Furnishings Model 9 (Furniture),2,3.33,0.0,6.66,1.4,Beta Corp
ORD-101029,2023-12-18,2023-12-21,East,New York,Consumer,Furniture,Furnishings,Labels Model 3 (Office Supplies),2,183.74,20.0,293.98,66.54,Beta Enterprises
ORD-101030,2024-11-19,2024-11-22,East,Pennsylvania,Home Office,Furniture,Chairs,Accessories Model 9 (Technology),2,247.81,0.0,495.62,96.51,Epsilon LLC
ORD-101031,2024-08-21,2024-08-28,East,Massachusetts,Corporate,Office Supplies,Paper,Labels Model 9 (Office Supplies),1,15.65,0.0,15.65,4.61,Beta Solutions
ORD-101032,2024-06-18,2024-06-21,West,Nevada,Home Office,Furniture,Tables,Storage Model 4 (Technology),1,284.75,0.0,284.75,55.15,Delta Corp
ORD-101033,2023-01-24,2023-01-29,West,Nevada,Consumer,Office Supplies,Labels,Storage Model 6 (Technology),2,19.59,0.0,39.18,8.09,Gamma LLC
ORD-101034,2024-09-08,2024-09-13,West,Nevada,Home Office,Technology,Storage,Machines Model 3 (Technology),2,191.48,5.0,363.81,77.79,Gamma Inc
ORD-101035,2024-03-29,2024-04-07,Central,Texas,Consumer,Furniture,Bookcases,Chairs Model 4 (Furniture),2,15.83,4.99,30.08,4.6,Gamma LLC
ORD-101036,2023-12-06,2023-12-15,West,Oregon,Home Office,Furniture,Tables,Paper Model 5 (Office Supplies),3,108.58,0.0,325.74,62.74,Alpha Solutions
ORD-101037,2024-09-10,2024-09-15,West,California,Consumer,Office Supplies,Paper,Art Model 10 (Office Supplies),4,17.72,0.0,70.88,15.39,Gamma LLC
ORD-101038,2023-07-30,2023-08-01,South,Alabama,Corporate,Technology,Storage,Tables Model 6 (Furniture),3,406.83,0.0,1220.49,184.66,Beta Enterprises
ORD-101039,2023-01-07,2023-01-11,South,North Carolina,Consumer,Technology,Accessories,Tables Model 10 (Furniture),1,396.02,0.0,396.02,75.64,Gamma Solutions
ORD-101040,2022-03-20,2022-03-25,South,Alabama,Consumer,Office Supplies,Binders,Art Model 9 (Office Supplies),1,26.95,0.0,26.95,10.31,Beta Corp
ORD-101041,2024-02-18,2024-02-25,East,New Jersey,Corporate,Furniture,Tables,Paper Model 5 (Office Supplies),3,107.24,-0.0,321.72,41.1,Alpha Enterprises
ORD-101042,2024-05-24,2024-05-25,East,Massachusetts,Home Office,Office Supplies,Labels,Binders Model 5 (Office Supplies),2,21.52,0.0,43.04,11.92,Kappa LLC
ORD-101043,2023-10-18,2023-10-19,West,California,Corporate,Furniture,Tables,Tables Model 8 (Furniture),1,180.98,0.0,180.98,22.61,Lambda Inc
ORD-101044,2022-07-26,2022-08-02,West,Nevada,Consumer,Office Supplies,Labels,Furnishings Model 9 (Furniture),5,3.17,4.98,15.06,2.16,Beta Corp
ORD-101045,2022-09-24,2022-09-30,East,Massachusetts,Home Office,Technology,Machines,Furnishings Model 1 (Furniture),5,308.44,0.0,1542.2,109.14,Epsilon LLC
ORD-101046,2024-02-26,2024-02-28,South,Alabama,Home Office,Technology,Phones,Bookcases Model 6 (Furniture),3,176.59,10.0,476.79,115.21,Delta LLC
ORD-101047,2024-07-01,2024-07-03,West,Arizona,Home Office,Technology,Machines,Furnishings Model 9 (Furniture),2,715.75,5.0,1359.92,192.17,Lambda LLC
ORD-101048,2024-12-28,2024-12-31,West,Oregon,Home Office,Office Supplies,Labels,Storage Model 5 (Technology),2,23.83,0.0,47.66,13.83,Zeta Inc
ORD-101049,2024-07-07,2024-07-09,South,Georgia,Home Office,Office Supplies,Art,Labels Model 8 (Office Supplies),3,12.31,0.0,36.93,8.44,Alpha LLC
ORD-101050,2023-07-16,2023-07-19,West,Arizona,Corporate,Furniture,Chairs,Accessories Model 5 (Technology),1,22.95,20.0,18.36,4.43,Lambda Enterprises
ORD-101051,2024-11-17,2024-11-19,West,Arizona,Home Office,Office Supplies,Art,Paper Model 2 (Office Supplies),2,15.79,0.0,31.58,9.74,Epsilon LLC
ORD-101052,2023-01-12,2023-01-13,West,Oregon,Home Office,Technology,Phones,Storage Model 3 (Technology),3,384.81,0.0,1154.43,127.47,Lambda Enterprises
ORD-101053,2024-12-11,2024-12-16,East,New Jersey,Consumer,Office Supplies,Labels,Art Model 1 (Office Supplies),3,0.55,0.0,1.65,0.32,Gamma LLC
ORD-101054,2022-04-04,2022-04-13,West,California,Corporate,Technology,Accessories,Storage Model 4 (Technology),3,687.83,5.0,1960.32,290.25,Gamma Inc
ORD-101055,2022-04-16,2022-04-20,South,Alabama,Home Office,Technology,Phones,Bookcases Model 1 (Furniture),4,599.04,0.0,2396.16,268.61,Zeta Enterprises
ORD-101056,2024-01-26,2024-02-01,West,Arizona,Home Office,Office Supplies,Paper,Paper Model 3 (Office Supplies),3,24.39,0.0,73.17,18.2,Epsilon Inc
ORD-101057,2022-04-28,2022-04-29,South,Alabama,Corporate,Technology,Machines,Tables Model 3 (Furniture),1,218.57,0.0,218.57,37.51,Alpha Enterprises
ORD-101058,2022-08-06,2022-08-13,South,Louisiana,Corporate,Technology,Accessories,Machines Model 5 (Technology),3,558.15,10.0,1507.0,185.69,Delta Inc
ORD-101059,2023-07-05,2023-07-09,Central,Texas,Home Office,Furniture,Furnishings,Tables Model 10 (Furniture),4,52.94,0.0,211.76,27.44,Kappa Inc
ORD-101060,2022-10-31,2022-11-08,West,Oregon,Consumer,Office Supplies,Paper,Machines Model 5 (Technology),4,21.83,0.0,87.32,23.23,Delta Enterprises
ORD-101061,2024-10-01,2024-10-04,Central,Illinois,Consumer,Office Supplies,Paper,Storage Model 4 (Technology),2,17.39,0.0,34.78,8.99,Kappa Enterprises
ORD-101062,2023-01-20,2023-01-22,West,Nevada,Home Office,Furniture,Furnishings,Storage Model 7 (Technology),2,444.2,10.0,799.56,161.11,Kappa Corp
ORD-101063,2024-12-14,2024-12-17,Central,Illinois,Corporate,Technology,Phones,Binders Model 9 (Office Supplies),1,313.04,0.0,313.04,60.89,Alpha Corp
ORD-101064,2022-01-28,2022-01-29,West,California,Home Office,Office Supplies,Paper,Phones Model 1 (Technology),2,23.19,20.01,37.1,8.87,Alpha Corp
ORD-101065,2022-08-06,2022-08-15,Central,Michigan,Consumer,Technology,Phones,Tables Model 6 (Furniture),3,594.54,5.0,1694.44,345.74,Lambda Enterprises
ORD-101066,2024-06-28,2024-07-01,East,Pennsylvania,Home Office,Furniture,Chairs,Bookcases Model 8 (Furniture),1,75.18,0.0,75.18,16.68,Epsilon Enterprises
ORD-101067,2022-09-10,2022-09-11,South,Georgia,Home Office,Technology,Machines,Chairs Model 4 (Furniture),6,177.01,0.0,1062.06,87.05,Kappa LLC
ORD-101068,2022-01-03,2022-01-07,West,Nevada,Home Office,Office Supplies,Paper,Binders Model 6 (Office Supplies),2,23.63,0.0,47.26,15.01,Epsilon LLC
ORD-101069,2024-02-27,2024-02-29,East,New York,Corporate,Furniture,Bookcases,Furnishings Model 7 (Furniture),4,191.79,10.0,690.44,125.47,Beta Enterprises
ORD-101070,2023-11-15,2023-11-17,East,New York,Corporate,Furniture,Chairs,Tables Model 3 (Furniture),3,181.75,5.0,517.99,141.28,Zeta Enterprises
ORD-101071,2023-01-07,2023-01-14,West,Washington,Consumer,Technology,Machines,Binders Model 5 (Office Supplies),6,687.03,0.0,4122.18,533.17,Epsilon Solutions
ORD-101072,2024-01-26,2024-01-31,South,Georgia,Home Office,Furniture,Chairs,Accessories Model 10 (Technology),4,221.33,0.0,885.32,146.82,Gamma Inc
ORD-101073,2022-10-30,2022-11-06,East,Pennsylvania,Corporate,Furniture,Bookcases,Art Model 4 (Office Supplies),5,88.89,5.0,422.23,73.12,Epsilon LLC
ORD-101074,2022-07-05,2022-07-11,South,Alabama,Corporate,Office Supplies,Labels,Binders Model 1 (Office Supplies),1,13.71,15.03,11.65,2.8,Kappa Solutions
ORD-101075,2024-04-27,2024-05-07,Central,Michigan,Corporate,Furniture,Chairs,Binders Model 10 (Office Supplies),4,533.6,5.0,2027.68,238.7,Lambda Enterprises
ORD-101076,2024-12-29,2025-01-06,East,New Jersey,Home Office,Office Supplies,Binders,Art Model 5 (Office Supplies),2,3.69,0.0,7.38,1.74,Kappa Enterprises
ORD-101077,2023-03-26,2023-03-28,West,California,Home Office,Furniture,Bookcases,Binders Model 7 (Office Supplies),5,274.91,0.0,1374.55,129.88,Lambda LLC
ORD-101078,2022-08-14,2022-08-15,South,Louisiana,Consumer,Furniture,Tables,Paper Model 9 (Office Supplies),3,168.93,5.0,481.45,81.23,Kappa LLC
ORD-101079,2023-03-08,2023-03-12,West,Oregon,Home Office,Furniture,Chairs,Binders Model 9 (Office Supplies),3,451.85,20.0,1084.44,105.06,Alpha Solutions
ORD-101080,2024-02-01,2024-02-02,Central,Missouri,Home Office,Furniture,Furnishings,Machines Model 8 (Technology),2,169.23,0.0,338.46,33.77,Gamma Corp
ORD-101081,2022-10-28,2022-11-03,West,Oregon,Corporate,Furniture,Bookcases,Art Model 3 (Office Supplies),3,252.73,-0.0,758.19,194.16,Gamma LLC
ORD-101082,2024-08-20,2024-08-23,Central,Michigan,Corporate,Office Supplies,Art,Accessories Model 3 (Technology),4,0.69,5.07,2.62,0.55,Lambda Corp
ORD-101083,2023-08-11,2023-08-13,West,California,Consumer,Technology,Accessories,Labels Model 5 (Office Supplies),1,40.06,4.99,38.06,6.3,Alpha Solutions
ORD-101084,2024-05-17,2024-05-25,Central,Michigan,Consumer,Technology,Machines,Accessories Model 1 (Technology),2,577.03,5.0,1096.36,118.02,Kappa LLC
ORD-101085,2023-07-11,2023-07-13,East,New Jersey,Home Office,Technology,Accessories,Paper Model 2 (Office Supplies),3,505.48,0.0,1516.44,218.52,Alpha LLC
